Eunice_Kennedy_Shriver	place_of_death	Cape_Cod
Eunice_Kennedy_Shriver	place_of_birth	Brookline,_Massachusetts
Eunice_Kennedy_Shriver	institution	Stanford_University
Eunice_Kennedy_Shriver	cause_of_death	Stroke
Eunice_Kennedy_Shriver	religion	Catholic_Church
Eunice_Kennedy_Shriver	parents	Rose_Kennedy
Eunice_Kennedy_Shriver	children	Timothy_Shriver
Eunice_Kennedy_Shriver	spouse	Sargent_Shriver
Eunice_Kennedy_Shriver	place_of_death	Hyannis,_Massachusetts
Eunice_Kennedy_Shriver	children	Anthony_Shriver
Eunice_Kennedy_Shriver	children	Bobby_Shriver
Eunice_Kennedy_Shriver	children	Mark_Shriver
Eunice_Kennedy_Shriver	children	Maria_Shriver
Eunice_Kennedy_Shriver	parents	Joseph_P._Kennedy,_Sr.
Gary_Cooper	gender	male
Gary_Cooper	place_of_death	California
Gary_Cooper	place_of_birth	Helena,_Montana
Gary_Cooper	institution	Grinnell_College
Gary_Cooper	cause_of_death	Prostate_cancer
Gary_Cooper	religion	Catholic_Church
Gary_Cooper	spouse	Veronica_Cooper
Gary_Cooper	place_of_death	Los_Angeles
Gary_Cooper	religion	Episcopal_Church_(United_States)
Gary_Cooper	place_of_death	Beverly_Hills,_California
Harry_Houdini	gender	male
Harry_Houdini	place_of_death	Detroit
Harry_Houdini	place_of_birth	Budapest
Harry_Houdini	cause_of_death	Peritonitis
Harry_Houdini	religion	Judaism
Harry_Houdini	spouse	Bess_Houdini
Harry_Houdini	place_of_birth	Austria-Hungary
Harriet_Tubman	gender	female
Harriet_Tubman	place_of_death	Auburn,_New_York
Harriet_Tubman	place_of_birth	Dorchester_County,_Maryland
Harriet_Tubman	location	Auburn,_New_York
Harriet_Tubman	cause_of_death	Pneumonia
Harriet_Tubman	religion	Christianity
Barbara_Stanwyck	gender	female
Barbara_Stanwyck	place_of_death	Santa_Monica,_California
Barbara_Stanwyck	place_of_birth	New_York_City
Barbara_Stanwyck	cause_of_death	Congestive_heart_failure
Barbara_Stanwyck	religion	Roman_Catholicism
Barbara_Stanwyck	place_of_birth	Brooklyn,_New_York
Barbara_Stanwyck	cause_of_death	Chronic_obstructive_pulmonary_disease
Barbara_Stanwyck	religion	Dutch_Reformed_Church
Henry_Fonda	gender	male
Henry_Fonda	place_of_death	California
Henry_Fonda	place_of_birth	Grand_Island,_Nebraska
Henry_Fonda	institution	University_of_Minnesota
Henry_Fonda	cause_of_death	Heart_disease
Henry_Fonda	children	Peter_Fonda
Henry_Fonda	spouse	Susan_Blanchard_(socialite)
Henry_Fonda	children	Jane_Fonda
Henry_Fonda	place_of_death	Los_Angeles
Henry_Fonda	spouse	1957_in_film
Henry_Fonda	place_of_birth	Nebraska
Henry_Fonda	spouse	Margaret_Sullavan
Henry_Fonda	spouse	Frances_Ford_Seymour
Henry_Fonda	spouse	Afdera_Franchetti
Henry_Fonda	spouse	1982_in_film
Clark_Gable	gender	male
Clark_Gable	place_of_death	Los_Angeles
Clark_Gable	place_of_birth	Cadiz,_Ohio
Clark_Gable	cause_of_death	Coronary_thrombosis
Clark_Gable	children	Judy_Lewis
Clark_Gable	spouse	Sylvia_Ashley
Clark_Gable	place_of_death	Los_Angeles,_California
Clark_Gable	spouse	Kay_Williams
Clark_Gable	spouse	Josephine_Dillon
Clark_Gable	spouse	Carole_Lombard
Buster_Keaton	gender	male
Buster_Keaton	place_of_death	Woodland_Hills,_Los_Angeles
Buster_Keaton	place_of_birth	Piqua,_Kansas
Buster_Keaton	cause_of_death	Lung_cancer
Buster_Keaton	parents	Joe_Keaton
Buster_Keaton	spouse	Natalie_Talmadge
Buster_Keaton	parents	Myra_Keaton
Ava_Gardner	gender	female
Ava_Gardner	place_of_death	London
